MWP	ONames	GLON	GLAT	iXdiam	iYdiam	oXdiam	Reff	Thick	Ecc	PA	Hit	Disp	Flag	_RA.icrs	_DE.icrs
1G045574-000218	                    	045.574	-00.022	 2.287	  2.501	 3.352	 1.44	 1.07	 0.405	 45	 0.12	 0.013	1  	288.7190	+11.2218
1G315329-002129	                    	315.329	-00.213	 0.976	  0.983	 1.756	 0.66	 0.78	 0.121	 51	 0.12	 0.005	2  	218.7638	-60.5664
1G017734-004175	                    	017.734	-00.418	 1.646	  2.138	 2.707	 1.18	 1.06	 0.638	 80	 0.12	 0.006	   	276.1782	-13.6880
1G056805-004046	                    	056.805	-00.405	 1.148	  1.505	 2.178	 0.88	 1.03	 0.646	 22	 0.12	 0.006	   	294.6472	+20.9134
1G044807+000988	                    	044.807	+00.099	 0.708	  0.715	 1.178	 0.46	 0.47	 0.140	 34	 0.12	 0.002	   	288.2472	+10.5986
1G045230-008685	                    	045.230	-00.869	 0.755	  0.784	 1.384	 0.52	 0.63	 0.271	 41	 0.12	 0.002	   	289.3191	+10.5229
1G020333+002527	                    	020.333	+00.253	 0.705	  0.697	 1.222	 0.46	 0.52	 0.155	  5	 0.12	 0.002	   	276.8120	-11.0761
1G012244-000798	                    	012.244	-00.080	 0.789	  0.771	 1.258	 0.49	 0.47	 0.211	  0	 0.12	 0.002	   	273.1633	-18.3638
1G322499-002601	                    	322.499	-00.260	 2.379	  2.098	 3.572	 1.39	 1.19	 0.472	 21	 0.12	 0.009	1  	231.0584	-57.2090
1G004166-002074	                    	004.166	-00.207	 0.639	  0.643	 1.148	 0.43	 0.51	 0.116	  0	 0.12	 0.002	   	269.0036	-25.4635
1G304786-008347	                    	304.786	-00.835	 0.870	  1.246	 1.559	 0.68	 0.69	 0.716	 85	 0.12	 0.002	2  	197.0387	-63.6466
1G332062-007107	                    	332.062	-00.711	 4.063	  4.276	 5.209	 2.35	 1.15	 0.312	 36	 0.12	 0.011	   	244.3558	-51.5377
1G337005-003712	                    	337.005	-00.371	 0.973	  1.027	 1.358	 0.59	 0.39	 0.320	 19	 0.12	 0.001	   	249.2801	-47.7429
1G298842-003423	                    	298.842	-00.342	 1.020	  1.082	 1.806	 0.69	 0.79	 0.334	  8	 0.12	 0.007	   	183.8437	-62.9270
1G316929+000169	                    	316.929	+00.017	 1.314	  1.384	 2.432	 0.91	 1.12	 0.315	 50	 0.12	 0.004	2  	221.5093	-59.7036
1G354153+001376	                    	354.153	+00.138	 0.978	  1.028	 1.292	 0.57	 0.31	 0.308	 27	 0.12	 0.002	   	262.6007	-33.8013
1G034096+000203	                    	034.096	+00.020	 0.632	  0.703	 1.164	 0.45	 0.53	 0.437	 69	 0.12	 0.003	   	283.3725	+01.0451
1G044831-008529	                    	044.831	-00.853	 3.589	  3.736	 4.644	 2.08	 1.05	 0.278	 17	 0.12	 0.009	   	289.1156	+10.1774
1G348537+003702	                    	348.537	+00.370	 0.749	  0.852	 1.209	 0.50	 0.46	 0.476	 35	 0.12	 0.003	   	258.4178	-38.2926
1G007367-001148	CN98                	007.367	-00.115	 0.614	  0.586	 0.973	 0.38	 0.36	 0.296	 28	 0.12	 0.001	2  	270.6628	-22.6421
1G037912-003728	                    	037.912	-00.373	 1.127	  1.184	 1.987	 0.76	 0.86	 0.306	 31	 0.12	 0.003	2  	285.4675	+04.2604
1G045062+004515	                    	045.062	+00.452	 0.648	  0.650	 1.164	 0.43	 0.52	 0.083	 29	 0.12	 0.001	   	288.0490	+10.9882
1G324977-003354	                    	324.977	-00.335	 0.506	  0.504	 0.793	 0.32	 0.29	 0.068	  0	 0.12	 0.002	   	234.8192	-55.8501
1G322488-005453	                    	322.488	-00.545	 0.572	  0.621	 0.971	 0.39	 0.40	 0.386	 27	 0.12	 0.005	   	231.3329	-57.4527
1G046390+002678	                    	046.390	+00.268	 0.786	  0.836	 1.526	 0.56	 0.74	 0.342	 14	 0.12	 0.002	   	288.8444	+12.0790
1G305201+000102	                    	305.201	+00.010	 0.450	  0.450	 0.707	 0.28	 0.26	 0.000	  0	 0.12	 0.001	   	197.8242	-62.7742
1G345234+003679	                    	345.234	+00.368	 0.807	  0.740	 1.142	 0.46	 0.33	 0.400	 10	 0.12	 0.002	   	255.8572	-40.9423
1G049645-003807	                    	049.645	-00.381	 0.831	  0.717	 1.443	 0.52	 0.61	 0.506	 28	 0.12	 0.002	2  	291.0029	+14.6494
1G048396-009195	                    	048.396	-00.920	 1.355	  1.468	 1.801	 0.81	 0.45	 0.384	 19	 0.12	 0.003	   	290.8839	+13.2941
1G015180-001503	                    	015.180	-00.150	 0.755	  0.811	 1.265	 0.50	 0.51	 0.366	 28	 0.12	 0.005	   	274.6915	-15.8159
1G023660-002527	                    	023.660	-00.253	 0.828	  0.822	 1.332	 0.52	 0.50	 0.120	  7	 0.12	 0.002	   	278.8292	-08.3609
1G029136-001438	                    	029.136	-00.144	 0.697	  0.732	 1.329	 0.49	 0.63	 0.306	 36	 0.12	 0.003	   	281.2549	-03.4436
1G045476+001340	                    	045.476	+00.134	 2.256	  2.171	 3.534	 1.39	 1.28	 0.272	 36	 0.12	 0.003	   	288.5318	+11.2075
1G308633-002936	                    	308.633	-00.294	 0.912	  0.841	 1.470	 0.56	 0.56	 0.386	 26	 0.12	 0.003	   	205.3305	-62.6123
1G030402-001147	                    	030.402	-00.115	 0.721	  0.733	 1.594	 0.54	 0.87	 0.180	  7	 0.12	 0.004	   	281.8077	-02.3039
1G044165+004499	                    	044.165	+00.450	 5.572	  5.792	 8.110	 3.42	 2.54	 0.273	 23	 0.12	 0.022	   	287.6289	+10.1919
1G011804-001510	                    	011.804	-00.151	 0.933	  0.936	 1.470	 0.59	 0.54	 0.082	  3	 0.12	 0.002	2  	273.0061	-18.7838
1G063049-003298	                    	063.049	-00.330	 2.275	  2.350	 3.571	 1.44	 1.30	 0.251	  6	 0.12	 0.008	2  	297.9921	+26.3552
1G297390-006335	                    	297.390	-00.633	 1.067	  1.055	 1.841	 0.70	 0.77	 0.153	 42	 0.12	 0.006	2  	180.5888	-62.9754
1G345611-000089	                    	345.611	-00.009	 1.252	  1.290	 1.881	 0.78	 0.63	 0.240	  5	 0.12	 0.003	2  	256.5563	-40.8709
1G351585-003560	                    	351.585	-00.356	 1.113	  1.093	 2.006	 0.74	 0.89	 0.186	  8	 0.12	 0.005	   	261.3606	-36.2112
1G358422-007416	                    	358.422	-00.742	 2.472	  2.707	 3.909	 1.61	 1.44	 0.407	 32	 0.12	 0.009	   	266.1856	-30.6695
1G298477+001040	                    	298.477	+00.104	 1.528	  1.593	 2.523	 1.00	 0.99	 0.282	 11	 0.12	 0.006	   	183.1972	-62.4330
1G344701-005406	                    	344.701	-00.541	 3.660	  3.756	 4.951	 2.15	 1.29	 0.224	 12	 0.12	 0.007	2  	256.3895	-41.9176
1G053577+000094	                    	053.577	+00.009	 1.633	  1.819	 2.642	 1.09	 1.01	 0.441	 29	 0.12	 0.005	2  	292.5996	+18.2921
1G325249-001251	                    	325.249	-00.125	 8.305	  6.398	12.241	 4.55	 3.94	 0.638	 21	 0.12	 0.076	   	234.9846	-55.5194
1G327314-005502	                    	327.314	-00.550	 0.980	  0.923	 1.790	 0.65	 0.81	 0.336	 27	 0.12	 0.001	   	238.2822	-54.5826
1G304808+006698	                    	304.808	+00.670	 1.088	  1.082	 2.190	 0.77	 1.10	 0.111	  7	 0.12	 0.003	   	196.8768	-62.1432
1G057781+002912	                    	057.781	+00.291	 1.753	  1.650	 2.545	 1.03	 0.79	 0.338	 31	 0.12	 0.003	   	294.5099	+22.1053
1G311947+004496	                    	311.947	+00.450	 1.895	  1.705	 2.843	 1.11	 0.95	 0.437	 32	 0.12	 0.008	   	211.7720	-61.0907
1G032914+002086	                    	032.914	+00.209	 0.489	  0.482	 0.867	 0.32	 0.38	 0.164	  0	 0.12	 0.001	   	282.6653	+00.0794
1G048507+001330	                    	048.507	+00.133	 1.979	  2.035	 2.813	 1.19	 0.83	 0.234	 25	 0.12	 0.004	   	289.9819	+13.8877
1G006015-009522	                    	006.015	-00.952	11.191	 10.802	15.462	 6.48	 4.27	 0.261	  7	 0.12	 0.044	   	270.7301	-24.2310
1G307402-005802	                    	307.402	-00.580	 0.499	  0.826	 0.780	 0.39	 0.28	 0.797	 15	 0.12	 0.002	2  	202.7808	-63.1068
1G317291+001728	                    	317.291	+00.173	 4.615	  5.099	 6.271	 2.81	 1.66	 0.425	 10	 0.12	 0.018	   	222.0218	-59.4070
1G051401-008242	                    	051.401	-00.824	 1.223	  1.215	 2.037	 0.79	 0.81	 0.112	 15	 0.12	 0.005	   	292.2730	+15.9832
1G311883+001018	                    	311.883	+00.102	 1.508	  1.597	 2.557	 1.00	 1.05	 0.330	 44	 0.12	 0.005	2  	211.8538	-61.4423
1G038552+001618	                    	038.552	+00.162	 0.578	  0.572	 1.063	 0.39	 0.49	 0.141	 25	 0.12	 0.002	   	285.2841	+05.0743
1G046090-009162	                    	046.090	-00.916	 1.630	  1.653	 2.613	 1.04	 0.98	 0.168	  1	 0.12	 0.003	   	289.7707	+11.2611
1G308199-000374	                    	308.199	-00.037	 3.057	  3.275	 4.715	 1.95	 1.66	 0.359	 24	 0.12	 0.020	   	204.3032	-62.4397
1G304944-005830	                    	304.944	-00.583	 3.820	  3.201	 5.804	 2.20	 1.98	 0.546	  5	 0.12	 0.010	   	197.3542	-63.3845
1G312442+005041	                    	312.442	+00.504	 0.799	  0.927	 1.384	 0.56	 0.59	 0.506	 69	 0.12	 0.002	   	212.7143	-60.8929
1G339100+007036	                    	339.100	+00.704	 3.073	  3.237	 4.647	 1.93	 1.57	 0.315	 62	 0.12	 0.008	   	250.1476	-45.4649
1G359569-004772	                    	359.569	-00.477	 3.989	  3.573	 6.632	 2.46	 2.64	 0.445	 40	 0.12	 0.017	   	266.6149	-29.5524
1G344223-005968	                    	344.223	-00.597	 1.216	  1.125	 2.090	 0.77	 0.87	 0.380	  3	 0.12	 0.003	   	256.0591	-42.3318
1G044360+004759	                    	044.360	+00.476	 2.736	  2.681	 4.822	 1.80	 2.09	 0.199	 17	 0.12	 0.011	1  	287.6970	+10.3769
1G043791-008252	                    	043.791	-00.825	 3.867	  3.513	 5.574	 2.23	 1.71	 0.418	  2	 0.12	 0.007	   	288.5996	+09.2699
1G342040+003934	S20                 	342.040	+00.393	 1.565	  2.037	 2.413	 1.09	 0.85	 0.640	 98	 0.12	 0.014	   	253.1502	-43.4285
1G327632-003554	                    	327.632	-00.355	 0.643	  0.643	 1.338	 0.46	 0.70	 0.000	 21	 0.12	 0.002	2  	238.4915	-54.2301
1G052901-009012	                    	052.901	-00.901	 0.473	  0.470	 0.657	 0.28	 0.18	 0.109	  0	 0.12	 0.001	   	293.0955	+17.2616
1G052896-008829	                    	052.896	-00.883	 0.465	  0.465	 0.735	 0.29	 0.27	 0.000	  6	 0.12	 0.001	   	293.0765	+17.2659
1G309957+007464	                    	309.957	+00.746	 0.676	  0.667	 1.397	 0.48	 0.72	 0.158	 22	 0.12	 0.003	   	207.6214	-61.3178
1G320205+008669	                    	320.205	+00.867	 0.767	  1.000	 1.257	 0.55	 0.49	 0.643	 55	 0.12	 0.002	   	226.3430	-57.4426
1G311500+003326	                    	311.500	+00.333	 1.808	  1.848	 3.024	 1.18	 1.22	 0.206	  1	 0.12	 0.005	1  	210.9503	-61.3292
1G023512-000287	                    	023.512	-00.029	 1.131	  1.131	 1.658	 0.68	 0.53	 0.000	  0	 0.12	 0.003	2  	278.5593	-08.3891
1G312033+005802	                    	312.033	+00.580	 3.250	  3.822	 4.550	 2.07	 1.30	 0.526	 41	 0.12	 0.013	   	211.8643	-60.9414
1G344869-005683	                    	344.869	-00.568	 0.741	  0.781	 1.306	 0.50	 0.57	 0.315	 29	 0.12	 0.002	   	256.5545	-41.7999
1G301192+002134	                    	301.192	+00.213	 1.288	  1.427	 2.109	 0.86	 0.82	 0.430	 59	 0.12	 0.003	   	189.0756	-62.6076
1G303852-002774	                    	303.852	-00.277	 0.648	  0.702	 1.409	 0.49	 0.76	 0.385	  0	 0.12	 0.001	   	194.8958	-63.1342
1G304552+003393	                    	304.552	+00.339	 0.486	  0.493	 0.745	 0.30	 0.26	 0.170	  0	 0.12	 0.001	   	196.3684	-62.4886
1G333136-003874	                    	333.136	-00.387	 0.733	  0.848	 1.085	 0.48	 0.35	 0.503	 32	 0.12	 0.002	   	245.2136	-50.5541
1G319684+000574	                    	319.684	+00.057	 3.485	  5.237	 4.430	 2.40	 0.95	 0.746	 12	 0.12	 0.007	   	226.2359	-58.4040
1G323987+000832	                    	323.987	+00.083	 0.989	  1.172	 1.375	 0.63	 0.39	 0.537	 17	 0.12	 0.003	2  	232.9470	-56.0892
1G334424-008678	                    	334.424	-00.868	 0.965	  0.491	 1.393	 0.46	 0.43	 0.861	  8	 0.12	 0.003	2  	247.1616	-49.9715
1G034724-006118	                    	034.724	-00.612	 0.529	  0.506	 0.729	 0.30	 0.20	 0.289	  9	 0.12	 0.001	2  	284.2216	+01.3156
1G036016+000408	                    	036.016	+00.041	 0.690	  0.648	 1.190	 0.44	 0.50	 0.344	 32	 0.12	 0.003	   	284.2303	+02.7632
1G299754+003905	                    	299.754	+00.391	 3.057	  2.927	 4.596	 1.84	 1.54	 0.289	 22	 0.12	 0.005	   	186.0077	-62.3115
1G026557-002997	                    	026.557	-00.300	 0.679	  0.664	 1.053	 0.42	 0.37	 0.209	 15	 0.12	 0.004	2  	280.2111	-05.8086
1G031828-001753	                    	031.828	-00.175	 1.262	  1.446	 1.950	 0.83	 0.69	 0.488	 25	 0.12	 0.006	2  	282.5118	-01.0623
1G053987+004348	                    	053.987	+00.435	 1.401	  1.864	 2.324	 1.02	 0.92	 0.659	 18	 0.12	 0.012	   	292.4127	+18.8562
1G063796+006466	                    	063.796	+00.647	 7.369	  7.055	10.364	 4.29	 3.00	 0.289	  4	 0.12	 0.023	   	297.4768	+27.4960
1G311670-007523	                    	311.670	-00.752	 0.816	  0.644	 1.238	 0.46	 0.42	 0.614	  0	 0.12	 0.001	2  	211.9475	-62.3214
1G332424-003559	                    	332.424	-00.356	 5.410	  4.809	 8.037	 3.14	 2.63	 0.458	 34	 0.12	 0.032	   	244.3756	-51.0309
1G346100-003586	                    	346.100	-00.359	 1.671	  1.605	 2.535	 1.01	 0.86	 0.279	  0	 0.12	 0.006	1  	257.3133	-40.6893
1G330659+005769	                    	330.659	+00.577	 0.672	  0.582	 1.156	 0.42	 0.48	 0.501	  0	 0.12	 0.002	   	241.2932	-51.5510
1G309963+003993	                    	309.963	+00.399	 2.111	  2.573	 3.186	 1.41	 1.07	 0.571	 26	 0.12	 0.005	2  	207.7995	-61.6542
1G326303+005745	                    	326.303	+00.575	 6.457	  4.055	13.473	 4.01	 7.02	 0.778	 31	 0.12	 0.048	1  	235.7180	-54.3264
1G000422-005525	                    	000.422	-00.553	 1.530	  1.514	 2.916	 1.05	 1.39	 0.144	 32	 0.12	 0.004	2  	267.1950	-28.8618
1G028639+004832	                    	028.639	+00.483	 1.615	  1.542	 2.506	 0.99	 0.89	 0.298	 31	 0.12	 0.004	2  	280.4686	-03.5991
1G326607-004680	                    	326.607	-00.468	 6.203	  5.631	 9.448	 3.68	 3.25	 0.419	 32	 0.12	 0.051	   	237.2393	-54.9630
1G336821-002829	                    	336.821	-00.283	 0.832	  0.861	 1.291	 0.53	 0.46	 0.258	  6	 0.12	 0.002	   	248.9990	-47.8200
1G350280-003033	                    	350.280	-00.303	 2.162	  2.080	 3.624	 1.38	 1.46	 0.274	  0	 0.12	 0.004	   	260.3864	-37.2582
1G049614-004739	                    	049.614	-00.474	 8.605	  8.272	11.660	 4.92	 3.05	 0.275	 27	 0.12	 0.068	1  	291.0724	+14.5781
1G040841-002001	                    	040.841	-00.200	 1.936	  1.996	 2.699	 1.16	 0.76	 0.244	  0	 0.12	 0.006	2  	286.6631	+06.9424
1G310020+004326	                    	310.020	+00.433	 1.274	  1.303	 2.166	 0.84	 0.89	 0.211	 23	 0.12	 0.003	   	207.8998	-61.6080
1G339696+003410	                    	339.696	+00.341	 3.154	  3.532	 4.612	 2.00	 1.46	 0.450	 67	 0.12	 0.009	   	251.0948	-45.2552
1G328321-004125	                    	328.321	-00.413	 2.448	  2.064	 3.694	 1.41	 1.25	 0.538	 58	 0.12	 0.007	   	239.4547	-53.8326
1G353166+005003	                    	353.166	+00.500	 1.828	  2.342	 2.796	 1.26	 0.97	 0.625	 69	 0.12	 0.005	2  	261.5758	-34.4219
1G025752+001611	                    	025.752	+00.161	 4.272	  6.535	 6.357	 3.18	 2.09	 0.757	 57	 0.12	 0.026	2  	279.4280	-06.3127
1G021187-007083	                    	021.187	-00.708	 2.760	  2.598	 3.664	 1.55	 0.90	 0.338	 50	 0.12	 0.011	   	278.0824	-10.7650
1G312469+006741	                    	312.469	+00.674	 1.937	  1.902	 3.595	 1.31	 1.66	 0.189	 25	 0.12	 0.012	   	212.6618	-60.7226
1G035613+000564	                    	035.613	+00.056	 2.401	  1.651	 4.024	 1.36	 1.62	 0.726	 33	 0.12	 0.008	   	284.0328	+02.4115
1G014757+006703	                    	014.757	+00.670	 8.213	  8.265	13.675	 5.31	 5.46	 0.112	 14	 0.12	 0.029	   	273.7327	-15.7984
1G297796-004554	                    	297.796	-00.455	 1.998	  2.328	 2.710	 1.25	 0.71	 0.513	 33	 0.12	 0.007	1  	181.5370	-62.8743
1G032112-003681	                    	032.112	-00.368	 1.173	  0.768	 1.785	 0.62	 0.61	 0.756	 10	 0.12	 0.005	   	282.8131	-00.8975
1G037660+001702	                    	037.660	+00.170	 3.179	  3.521	 4.686	 2.02	 1.51	 0.430	 27	 0.12	 0.027	1  	284.8677	+04.2847
1G345373-009412	                    	345.373	-00.941	 4.662	  4.390	 7.625	 2.91	 2.96	 0.337	  7	 0.12	 0.034	   	257.3590	-41.6199
1G358548-004487	                    	358.548	-00.449	 0.788	  0.874	 1.444	 0.56	 0.66	 0.433	 22	 0.12	 0.003	2  	265.9723	-30.4088
1G026651-001149	                    	026.651	-00.115	 7.889	  7.991	12.459	 4.98	 4.57	 0.159	 50	 0.12	 0.032	1  	280.0891	-05.6403
1G034261+001357	                    	034.261	+00.136	 1.715	  2.163	 2.760	 1.20	 1.04	 0.609	 23	 0.12	 0.008	2  	283.3445	+01.2449
1G344471-005539	                    	344.471	-00.554	 1.673	  1.612	 2.731	 1.05	 1.06	 0.267	 12	 0.12	 0.004	2  	256.2161	-42.1085
1G317443-003888	                    	317.443	-00.389	 1.639	  1.516	 3.142	 1.10	 1.50	 0.380	 10	 0.12	 0.005	   	222.7797	-59.8454
1G017208+001634	                    	017.208	+00.163	 4.675	  4.295	 7.051	 2.77	 2.38	 0.395	 37	 0.12	 0.019	   	275.3958	-13.8801
1G320384+003090	                    	320.384	+00.309	 0.951	  1.057	 1.360	 0.60	 0.41	 0.437	 14	 0.12	 0.003	   	227.1507	-57.8383
1G053600+000497	                    	053.600	+00.050	 1.283	  1.471	 2.291	 0.91	 1.01	 0.489	 32	 0.12	 0.005	2  	292.5733	+18.3320
1G338406-002019	                    	338.406	-00.202	 1.053	  0.992	 1.729	 0.66	 0.68	 0.334	  5	 0.12	 0.002	   	250.4655	-46.5846
1G045027-008420	                    	045.027	-00.842	 0.980	  1.002	 1.701	 0.65	 0.72	 0.209	 71	 0.12	 0.002	   	289.1985	+10.3559
1G333297+002473	                    	333.297	+00.247	 1.736	  1.598	 2.960	 1.10	 1.22	 0.390	 60	 0.12	 0.007	   	244.6963	-49.9897
1G340451-005563	                    	340.451	-00.556	 0.710	  0.696	 1.291	 0.47	 0.58	 0.198	  2	 0.12	 0.004	   	252.7604	-45.2582
1G301136-002263	                    	301.136	-00.226	 2.001	  1.954	 3.955	 1.39	 1.95	 0.215	 17	 0.12	 0.006	2  	188.8954	-63.0424
1G308792-006344	                    	308.792	-00.634	 2.015	  2.036	 2.751	 1.18	 0.74	 0.146	 30	 0.12	 0.006	   	205.8167	-62.9146
1G046643-000236	                    	046.643	-00.024	 1.478	  1.461	 2.262	 0.91	 0.78	 0.150	 36	 0.12	 0.004	   	289.2293	+12.1669
1G018174-004051	N21                 	018.174	-00.405	 1.570	  1.503	 2.273	 0.93	 0.70	 0.288	 29	 0.12	 0.011	2  	276.3778	-13.2929
1G006121-000805	                    	006.121	-00.081	 0.762	  0.826	 1.518	 0.55	 0.76	 0.386	  6	 0.12	 0.003	   	269.9593	-23.7077
1G038184+007767	                    	038.184	+00.777	 0.753	  1.062	 1.256	 0.57	 0.50	 0.705	 57	 0.12	 0.002	   	284.5661	+05.0281
1G049695+003469	                    	049.695	+00.347	 0.759	  0.798	 1.289	 0.50	 0.53	 0.309	 25	 0.12	 0.003	   	290.3633	+15.0370
1G330936-002567	                    	330.936	-00.257	 0.547	  0.529	 0.808	 0.33	 0.26	 0.254	 15	 0.12	 0.001	   	242.5305	-51.9823
1G314629+002949	                    	314.629	+00.295	 0.865	  0.566	 1.478	 0.49	 0.61	 0.756	 67	 0.12	 0.003	   	217.0602	-60.3596
1G335316+004099	                    	335.316	+00.410	 2.284	  2.377	 3.724	 1.48	 1.44	 0.277	 12	 0.12	 0.012	1  	246.6984	-48.4426
1G348206+004239	                    	348.206	+00.424	 0.776	  0.878	 1.401	 0.55	 0.63	 0.467	 46	 0.12	 0.003	2  	258.1139	-38.5288
1G012913-002343	                    	012.913	-00.234	 1.362	  1.421	 1.848	 0.81	 0.49	 0.286	  0	 0.12	 0.006	2  	273.6426	-17.8502
1G052049-006470	                    	052.049	-00.647	 2.016	  2.005	 2.718	 1.17	 0.70	 0.106	  4	 0.12	 0.002	2  	292.4344	+16.6368
1G310946+000130	                    	310.946	+00.013	 0.786	  0.655	 1.404	 0.49	 0.62	 0.554	 32	 0.12	 0.004	   	210.0111	-61.7866
1G320741+004713	                    	320.741	+00.471	 4.599	  4.344	 6.452	 2.66	 1.85	 0.328	 20	 0.12	 0.019	1  	227.5746	-57.5184
1G332456+006402	                    	332.456	+00.640	 0.613	  0.634	 1.235	 0.44	 0.62	 0.258	  3	 0.12	 0.001	   	243.3255	-50.2893
1G002828-000526	                    	002.828	-00.053	 0.991	  1.172	 1.512	 0.66	 0.52	 0.534	 61	 0.12	 0.003	2  	268.1022	-26.5394
1G024897-003335	                    	024.897	-00.333	 0.748	  0.905	 1.339	 0.54	 0.59	 0.562	  7	 0.12	 0.001	   	279.4747	-07.2990
1G045120-001184	                    	045.120	-00.118	 0.774	  0.839	 1.276	 0.51	 0.50	 0.387	  0	 0.12	 0.003	   	288.5907	+10.7752
1G348337-008164	                    	348.337	-00.816	 0.752	  0.719	 1.209	 0.47	 0.46	 0.294	 53	 0.12	 0.001	   	259.5057	-39.1448
1G011398-006966	                    	011.398	-00.697	 0.650	  0.618	 1.097	 0.41	 0.45	 0.308	  2	 0.12	 0.002	   	273.3067	-19.4020
1G303065+001642	                    	303.065	+00.164	 0.855	  0.828	 1.434	 0.55	 0.58	 0.248	 29	 0.12	 0.002	2  	193.1497	-62.7074
1G345105-008845	                    	345.105	-00.885	 1.543	  1.482	 2.417	 0.95	 0.87	 0.277	  0	 0.12	 0.002	2  	257.0846	-41.8015
1G309149-003162	                    	309.149	-00.316	 1.793	  1.904	 2.589	 1.11	 0.80	 0.337	 28	 0.12	 0.010	2  	206.4375	-62.5303
1G326620-008222	                    	326.620	-00.822	 2.295	  2.129	 3.060	 1.28	 0.77	 0.374	 34	 0.12	 0.004	   	237.6436	-55.2313
1G010473+000216	CN151               	010.473	+00.022	 0.450	  0.482	 0.637	 0.28	 0.19	 0.360	  0	 0.12	 0.003	   	272.1645	-19.8658
1G034270-002062	                    	034.270	-00.206	 0.895	  0.821	 1.218	 0.50	 0.32	 0.398	 55	 0.12	 0.003	   	283.6531	+01.0969
1G049500+004285	                    	049.500	+00.428	 1.019	  0.982	 1.342	 0.58	 0.32	 0.267	  0	 0.12	 0.001	   	290.1944	+14.9030
